SearchName,PreferredFoot
Jakub Kosecki,Right
Tomasz Sokolowski,Right
Dani Nieto,Left
Riyad Mahrez,Left
Raphael Holzhauser,Left
Cuco Martina,Right
Oguzhan Turk~Oguzhan Türk,Left
Javi Hervas~Javi Hervás,Left
Diego Rubio,Right
Emiliano Sala,Right
Vadillo,Right
Marcel Sabitzer,Right
Ivan Piris~Iván Piris,Right
Alexandr Filimonov,Right
Arkadiusz Milik,Left
Murat Akca~Murat Akça,Right
Cristian Ceballos,Left
Mike van Duinen,Right
Eric Mathoho,Right
Andre Biyogo Poko~André Biyogo Poko,Right
Sergiy Kryvtsov,Right
Alexis Henriquez~Alexis Henríquez,Left
Matt Hedges,Right
Robin Olsen,Right
Kenneth Omeruo,Right
Mohamed Yattara,Right
Chuli,Left
Ismael Valadez~Ismael Valadéz,Left
Loret Sadiku,Right
Guido Pizarro,Right
Ivan Santini,Right
Mohammed Rabiu,Right
Abdoulaye Doucoure~Abdoulaye Doucouré,Right
Michael O'Connor,Right
Peter Ankersen,Right
Dominik Furman,Right
Mohammed Al Sahlawi,Right
Nawaf Al Abed,Left
Mustafa Saymak,Right
Kirill Kombarov,Right
Derlis Gonzalez~Derlis González,Right
Hamdan Al Hamdan,Right
Dario Burbano~Darío Burbano,Right
Birama Toure~Birama Touré,Right
Miguel Angel Herrera~Miguel Ángel Herrera,Right
Boris Rotenberg,Right
Andre Ramalho~André Ramalho,Right
Jhon Cordoba~Jhon Córdoba,Right
Ilir Azemi,Left
Dimitris Diamantakos,Left
Yasser Al Shahrani,Right
Adam Moffat,Right
David Accam,Right
Julian Velazquez~Julián Velázquez,Right
Jose Mari~José Mari,Right
Opa Nguette,Right
Anthony Martial,Right
Richairo Zivkovic~Richairo Živkovic,Right
Nicolas Bianchi Arce~Nicolás Bianchi Arce,Right
Claudio Perez~Claudio Pérez,Right
Santi Mina,Right
Dani Quintana,Left
Stanislav Manolev,Right
Franck Moussa,Right
Luis Calderon~Luis Calderón,Right
Alcatraz,Right
Silvio Gonzalez,Right
Sebastian Martinez~Sebastián Martínez,Right
Roman Torres~Román Torres,Right
Francisco Najera~Francisco Nájera,Right
John Valoy,Left
Dagoberto Currimilla,Right
Jose Luis Munoz~José Luis Muñoz,Right
Diego Gonzalez~Diego González,Right
Alvaro Ramos~Álvaro Ramos,Right
Horacio Orzan,Right
Ezequiel Rescaldani,Right
Michal Maslowski,Right
Gabriel Vargas,Right
Andrew Robertson,Left
Jonathan Wilmet,Right
Sanchez Watt,Left
Tornike Okriashvili,Right
Godfrey Oboabona,Right
Marios Oikonomou,Right
Zainadine Junior~Zainadine Júnior,Right
Yuya Kubo,Right
Robert,Right
Diego Galo,Right
Matias Vecino,Right
Abdul Ajagun,Right
Juan Manuel Falcon~Juan Manuel Falcón,Right
Tareq Khattab,Right
Andre Geraldes~André Geraldes,Right
Hirving Lozano,Right
Sezer Ozmen~Sezer Özmen,Left
Enes Unal~Enes Ünal,Right
Ruben Neves~Rúben Neves,Right
Mark Hudson,Right
Joss Labadie,Right
Luciano Becchio,Left
Roy Contout,Right
Habib Habibou,Right
Jason Steele,Right
Sebastian Polter,Right
Tarik Camdal~Tarik Çamdal,Right
Juanpe,Right
Campana~Campaña,Right
Jens Naessens,Right
Freddie Sears,Right
Mateusz Mozdzen~Mateusz Mozdzen,Right
Luka Milivojevic~Luka Milivojevic,Right
Ivan Kelava,Left
Kadir Keles~Kadir Keles,Left
Giovanni Pasquale,Left
Romain Rocchi,Right
Rudy Riou,Right
Roy Carroll,Right
Adama Coulibaly,Right
Manuele Blasi,Right
Manuel Pablo,Right
Enzo Maresca,Right
Gianpaolo Bellini,Right
Cristiano Lupatelli,Left
Toifilou Maoulida,Right
Juan Pablo Angel~Juan Pablo Ángel,Right
Arkadiusz Glowacki,Right
Raphael Nuzzolo~Raphaël Nuzzolo,Left
Steven Hammell,Left
Kim Nam Il,Right
Kevin McNaughton,Right
Keith Lasley,Right
Morten Rasmussen,Right
Mustapha Oussalah,Left
Hwang Il Su,Right
Eddie Johnson,Right
Martin Ericsson,Right
Jonathan Blondel,Left
Julio Alvarez~Julio Álvarez,Right
Steve Harper,Right
Paul Konchesky,Left
Espen Bugge Pettersen,Right
Darius Henderson,Left
Gordon Greer,Right
Stephen Warnock,Left
Stefanos Kotsolis,Right
Florent Cuvelier,Right
Benjamin Kohler~Benjamin Köhler,Left
Dennis Kruppke,Right
Karel Geraerts,Right
Federico Agliardi,Left
Deniz Dogan,Left
Aganzo,Left
Ivan Hernandez~Iván Hernández,Right
Christofer Heimeroth,Right
Ricardo Fuller,Right
Mikkel Thygesen,Right
Lukas Kruse,Right
Mahir Saglik~Mahir Saglik,Left
Ufuk Ceylan,Left
Gunnar Heiðar Þorvaldsson,Right
Daniel Orlund~Daniel Örlund,Right
Rubinho,Right
Gabriel Tamas~Gabriel Tamas,Right
Remo Freuler,Right
Paolo Bianco,Right
Davino Verhulst,Right
Nat Borchers,Right
Gyorgy Garics~György Garics,Right
Stephen Quinn,Left
Kevin Stuhr-Ellegaard,Right
Matthew Kilgallon,Left
Christian Terlizzi,Left
Davide Succi,Right
Tiago Gomes,Left
Manuel Jose~Manuel José,Right
Luis Perez~Luis Pérez,Right
Omar Bravo,Right
Fabian Vargas~Fabián Vargas,Right
Alessandro Cordaro,Right
Nikolay Zabolotnyy,Right
John Sutton,Right
Rene Muzola Makondele~René Muzola Makondele,Right
Mark-Jan Fledderus,Left
Cesar Delgado~César Delgado,Right
Alexandr Filtsov,Right
Reynald Lemaitre~Reynald Lemaître,Left
Solly March,Left
Rodrigo Brana~Rodrigo Braña,Right
Martin Romagnoli~Martín Romagnoli,Right
Marcelo Carrusca,Left
Mariano Pavone,Right
Diego Herner,Right
Rodrigo Diaz~Rodrigo Díaz,Right
Mauricio Romero,Right
Karel D'Haene,Right
Luciano Palos,Right
German Re~Germán Ré,Left
Ugur Boral~Ugur Boral,Left
Cem Can,Right
Mora,Right
Victor Marco~Víctor Marco,Left
Migue,Right
Jonathan Ruiz,Right
Jose Juan~José Juan,Left
Inaki Astiz~Iñaki Astiz,Right
Pavel Pogrebnyak,Left
Viktor Vasin,Right
Takafumi Akahoshi,Right
Ronald Zubar,Right
Kasper Lorentzen,Left
Simon Poulsen,Left
Ramazan Ozcan~Ramazan Özcan,Right
Franz Schiemer,Right
Olivier Occean~Olivier Occéan,Right
Chris Cohen,Left
Dean Marney,Right
Lucas Licht,Left
Hernan Pellerano~Hernán Pellerano,Right
Craig Mackail-Smith,Right
Shin Hwa Yong,Right
Kenneth Emil Petersen,Right
Scott McDonald,Right
Federico Vilar,Right
Matthew Mills,Right
Dexter Blackstock,Left
Nick DeLeon,Right
Julien Faubert,Right
Jose De la Cuesta~José De la Cuesta,Right
Carlos Ochoa,Right
Ivan Estrada~Iván Estrada,Right
Jamie Mackie,Right
Gonzalo Pineda,Left
Uwe Hunemeier~Uwe Hünemeier,Right
Edmond Kapllani,Right
Michael Parensen,Left
Sanel Jahic,Right
Damir Vrancic~Damir Vrancic,Right
Nana Asare,Left
Ken Reichel,Left
Joel Sami~Joël Sami,Right
Defendi,Left
Peter Larsson,Right
Oscar Plano,Right
Chisamba Lungu,Right
Shaun Williams,Left
Piotr Leciejewski,Right
Facundo Piriz~Facundo Píriz,Right
Steve Morison,Right
Ghislain Gimbert,Right
Luke Moore,Right
Artur Tlisov,Left
Donovan Ricketts,Right
Evaldo,Left
Aaron Doran,Right
Tim Matthys,Right
Thom Haye,Right
Behrang Safari,Left
Sebastian Fernandez~Sebastián Fernández,Right
Roger,Right
Xisco,Right
Sebastian Kerk,Left
Sekou Cisse~Sekou Cissé,Left
Cedric Cambon~Cédric Cambon,Right
Angelo,Right
Chris Harold,Right
Ebrahima Sawaneh,Left
Mattias Lindstrom~Mattias Lindström,Right
Anton Bober,Right
David Meyler,Right
Richie Foran,Left
Riccardo Cazzola,Right
Raffaele Schiavi,Right
Martin Arzuaga~Martín Arzuaga,Right
Oleksandr Iakovenko,Right
Andreas Ulmer,Left
Torsten Oehrl,Right
Adam Hammill,Right
David Cotterill,Right
Yann Kermorgant,Right
David Rodriguez~David Rodríguez,Right
Rogelio Chavez~Rogelio Chávez,Right
Carpio,Right
Oscar Diaz~Óscar Díaz,Right
Edgar Castillo,Left
Leobardo Lopez~Leobardo López,Right
David Carney,Left
Tiago Valente,Right
Claudio Bieler,Right
Martin Bravo~Martín Bravo,Right
Joey van den Berg,Left
Gertjan De Mets,Right
Erik Huseklepp,Right
Danny Swanson,Right
Brian Hamalainen,Left
Stuart Beavon,Right
Enzo Gutierrez~Enzo Gutiérrez,Left
Derk Boerrigter,Left
Mustafa Amini,Right
Alexandre Bonnet,Left
Lionel Ainsworth,Right
Andris Vanins~Andris Vanins,Right
Jason Pearce,Left
Paul Green,Right
Server Djeparov,Left
Siboniso Gaxa,Right
Siyabonga Nkosi,Right
Didier Ovono Ebang,Right
Chuks Aneke,Right
Dennis Oliech,Right
Jeremy Choplin~Jérémy Choplin,Right
Birkir Bjarnason,Right
Dusko Tosic~Duško Tošic,Left
Filipe Goncalves~Filipe Gonçalves,Right
Breiner Castillo~Bréiner Castillo,Right
Simone Missiroli,Right
Jose Moreno~José Moreno,Right
Marcus Pedersen,Right
Jose Maria Cardenas~José María Cárdenas,Left
Yerson Opazo,Right
Mark Milligan,Right
Julio Cesar Dominguez~Julio César Domínguez,Right
Ludovic Baal,Left
Timothy Derijck,Right
Adil Chihi,Left
Shkelzen Gashi~Shkëlzen Gashi,Left
Baye Djiby Fall,Right
Magnus Lekven,Right
Daniele Capelli,Right
Juan Ignacio Surraco,Right
Gabriel Obertan,Right
Ragnar Sigurðsson,Right
Aleandro Rosi,Right
Seth De Witte,Left
Yoni Buyens,Right
Ricardo Faty,Right
Kim Andre Madsen~Kim André Madsen,Right
Ruud Jorge Boffin,Right
Scott Arfield,Right
Charlie Mulgrew,Left
Robert Acquafresca,Right
Tommaso Bianchi,Right
Bruno Urribarri,Left
Liam Trotter,Right
Conor Newton,Right
Kelyn Rowe,Right
Leandro Grimi,Left
Diego Calvo,Right
Cesar Villaluz~César Villaluz,Right
Brad Evans,Right
Luis Robles,Right
Jose Shaffer~José Shaffer,Left
Claudio Coralli,Right
William,Left
Carlo Costly,Left
Majed Al Marshadi,Left
Vitaliy Dyakov,Right
Jakob Johansson,Right
Keith Andrews,Right
Alexandru Epureanu,Left
Julian Palmieri,Right
Gaetano Berardi,Right
Bruno China,Right
Thorsten Kirschbaum,Left
Paul Alo'o Efoulou,Right
Muhamed Keita,Right
Matteo Scozzarella,Right
Nicolo Cherubin~Nicolò Cherubin,Left
Georges Mandjeck,Right
Steeven Langil,Right
Robson,Right
Dario Vidosic,Right
Shane Lowry,Left
Jonathan Hogg,Right
Christian Strohdiek,Right
Alexander Grunwald~Alexander Grünwald,Left
Emanuele Terranova,Right
Simon Terodde,Right
Milan Smiljanic~Milan Smiljanic,Right
Alexandre Cuvillier,Left
Teddy Chevalier,Right
Bruno Miguel,Right
Jose Goncalves~José Gonçalves,Left
Ricky Holmes,Right
Granddi Ngoyi,Right
Julio Nava,Left
Gabriele Perico,Right
Song Jin Hyung,Right
Luigi Giorgi,Right
Adam Nemec,Left
Eric Lichaj,Right
Denis Petric,Right
David Hubert,Right
Felipe Mattioni,Right
Mathias Vidangossy~Mathías Vidangossy,Right
Mitchell Schet,Right
Fabian Espindola,Left
Gonzalo Zarate~Gonzalo Zárate,Left
Oleg Ivanov,Right
Matty James,Right
Jay Tabb,Left
Vegar Eggen Hedenstad,Right
Bernardo,Right
Brek Shea,Left
Andy King,Right
Sean Franklin,Right
Lynel Kitambala,Right
Jamison Olave~Jámison Olave,Right
Efe Ambrose,Right
James Holland,Right
Kagisho Dikgacoi,Right
Claudemir,Right
Christopher Nothe~Christopher Nöthe,Right
Israel Jimenez~Israel Jiménez,Right
Jesus Duenas~Jesús Dueñas,Right
Sean Morrison,Right
Sloan Privat,Right
Vojo Ubiparip,Right
Enrique Perez~Enrique Pérez,Right
Jorge Daniel Hernandez~Jorge Daniel Hernández,Right
Alan Dunne,Right
Hibert Ruiz~Hibert Ruíz,Right
Rudy Gestede,Right
Francesco Bolzoni,Right
Steeven Joseph-Monrose,Right
Anibarro~Añibarro,Right
Sebastian Roco~Sebastián Roco,Right
Pasquale Schiattarella,Left
Andrea Catellani,Right
Emmanuel Imorou,Left
Mirko Valdifiori,Right
Alfred N'Diaye,Right
Gabriel Farfan,Right
Rodnei,Left
Peter Pawlett,Right
Mattias Johansson,Right
Michael Gorlitz~Michael Görlitz,Right
Danny Latza,Right
Rasmus Jonsson~Rasmus Jönsson,Right
Benjamin Hubner~Benjamin Hübner,Left
Erik Falkenburg,Right
Martyn Woolford,Left
Lamine Gassama,Right
Yannis Salibur,Left
Fredrik Semb Berge,Right
Pavle Ninkov,Right
Andre Hansen~André Hansen,Right
Bjorn Sigurðarson~Björn Sigurðarson,Right
Hendry Thomas,Right
Jasmin Buric~Jasmin Buric,Right
Martin Kobylanski~Martin Kobylanski,Right
Parfait Mandanda,Right
Omar Elabdellaoui,Right
A.J. DeLaGarza,Right
Mushaga Bakenga,Right
Alberto Perea,Right
Deni Alar,Left
Fidel Martinez~Fidel Martínez,Left
Ivan Obradovic~Ivan Obradovic,Left
Andreas Lambertz,Right
Marcel Gaus,Left
Osama Hawsawi,Right
Yousef Al Salem,Right
Lee Bum Young,Right
Yun Suk Young,Left
Luis Alfonso Rodriguez~Luis Alfonso Rodríguez,Right
Yasin Pehlivan~Yasin Pehlivan,Right
Pedro Queiros~Pedro Queirós,Right
Lionn,Right
Craig Goodwin,Left
Adam Sarota,Right
Sergio Padt,Right
Javier Cohene,Right
Hector Rodas~Héctor Rodas,Right
Dani Schahin,Right
Alexandru Gatcan~Alexandru Gatcan,Right
Joan Oriol,Left
Okan Aydin,Right
Roderick,Right
Diego Chaves~Diego Cháves,Right
Johan Andersson,Right
Nassim Ben Khalifa,Right
Bruno Soares,Right
Lamar Neagle,Right
Ruud Boymans,Right
Karl Darlow,Right
Lalaina Nomenjanahary,Left
Florin Berenguer~Florin Bérenguer,Right
Idrissa Sylla,Right
Adrian Gunino~Adrián Gunino,Right
Ivo Pekalski~Ivo Pekalski,Right
Isma Lopez~Isma López,Left
Lasse Sobiech,Right
Dorian Leveque~Dorian Lévêque,Left
Khari Stephenson,Right
Pontus Jansson,Right
Rooi Mahamutsa,Right
Daniel Ayala,Right
Fuentes,Left
Stefan Ilsanker,Right
Luke Hyam,Right
Gonzalo Jara Reyes,Right
Craig Dawson,Right
Bill Hamid,Right
Joao Rojas,Right
Danny Batth,Right
Tom Cairney,Left
Atila Turan,Left
Ivan Ivanov,Left
Suk Hyun Jun,Right
Kingston Nkhatha,Right
Yulian Anchico~Yulián Anchico,Right
Serdar Gurler~Serdar Gürler,Right
Patrick McCarthy,Right
Yang Jun A,Left
Jack McInerney,Right
Idriss Saadi,Right
Benjamin Leroy,Right
Diego Fabbrini,Right
Dedryck Boyata,Right
Juanmi,Right
Martin Lorentzson,Right
Dominik Stahl,Right
Tim Ream,Left
Gregory Mertens~Grégory Mertens,Left
Carlos Ruiz,Right
Jorge Enriquez~Jorge Enríquez,Right
Arroyo,Right
Jorge Zarate~Jorge Zárate,Left
Florentin Pogba,Left
Joe Corona,Right
Roberto Inglese,Right
Romain Amalfitano,Right
Simone Romagnoli,Right
Danilo D'Ambrosio,Right
Matt Smith,Right
Alexander Gorgon,Right
Anthony Losilla,Right
Samil Cinaz,Right
Marc Rzatkowski,Left
Christopher Glombard,Right
Matias Aguirregaray~Matías Aguirregaray,Right
Oktay Delibalta,Left
Ilie Sanchez~Ilie Sánchez,Right
Miquel Nelom,Left
Maikel Kieftenbeld,Right
Fernando Canesin~Fernando Canesín,Right
Daniel Royer,Right
Jonathan Ligali,Right
Sefa Yilmaz,Right
Yaya Soumahoro,Left
Sonny Kittel,Left
Caetano,Right
Bekir Yilmaz,Right
Colin Coosemans,Right
Cristian Martinez Borja~Cristian Martínez Borja,Right
Nicolai Larsen,Right
Marcelo Silva,Right
Ben Rienstra,Right
Mike te Wierik,Right
Lukas Rupp,Right
Carles Planas,Left
Odair Fortes~Odaïr Fortes,Right
Gaetan Bussmann~Gaëtan Bussmann,Left
Marco Djuricin,Right
Elvis Manu,Right
Dominik Kaiser,Right
Aleksandrs Cauna~Aleksandrs Cauna,Left
Christian Gytkjær,Right
Rasmus Falk Jensen,Right
Junior Tallo,Right
Yan Tigorev,Right
Elias Kachunga,Right
Yacouba Sylla,Right
Loick Landre~Loïck Landre,Right
Jaime Ayovi~Jaime Ayoví,Right
Agnaldo,Left
Viktor Klonaridis,Left
Harry Kane,Right
Perry Kitchen,Right
Rodrigo Ely,Right
John Verhoek,Right
Apostolos Vellios,Right
Jota,Left
Jerome Roussillon~Jérôme Roussillon,Left
Alexander Milosevic~Alexander Miloševic,Right
Armando Zamorano,Right
Gianluca Caprari,Right
Diego Chara~Diego Chará,Right
Dimitri Foulquier,Right
Britt Assombalonga,Right
Mohamed Elyounoussi,Right
Adnane Tighadouini,Right
Daniel Davari,Right
Sammy Ameobi,Left
Pawel Wszolek,Right
George Maluleka,Right
Guven Varol~Güven Varol,Right
Lesly de Sa,Right
Darren Keet,Left
Michael de Leeuw,Right
Ruben Ligeon,Right
Wallace,Right
Lehlohonolo Majoro,Right
Maxime Dupe~Maxime Dupé,Right
Oriol Rosell,Right
Ondrej Petrak~Ondrej Petrák,Right
Cristiano,Right
Patrick Rakovsky,Left
Soualiho Meite~Soualiho Meïté,Right
Djaniny,Right
Mario Angel Paglialunga~Mario Ángel Paglialunga,Right
Nouha Dicko,Right
Dave Bulthuis,Left
Lenny Nangis,Right
Moussa Kone,Right
Enis Nadarevic,Left
Giuseppe De Luca,Right
Edgar Salli,Right
Esteban Andrada,Right
Igor Vetokele,Right
Dominique Heintz,Left
Paul Nardi,Right
Joseph Lopy,Right
Kepa Arrizabalaga,Right
Philipp Hofmann,Left
Luis Silva,Right
James Marwood,Right
Jesse Lingard,Right
Sokratis Dioudis,Right
Ryan Fraser,Right
Pedro Henrique,Left
Antonio Rozzi,Left
Lars Veldwijk,Right
Samuele Longo,Right
Martin Rivero,Right
Magnus Eriksson,Left
Marten de Roon,Right
Axel Ngando,Left
Andrea Belotti,Right
Tony Watt,Right
Andres Romero~Andrés Romero,Right
Fawaz Al Qarni,Right
Luis Cardozo,Right
Abdul Rahman Baba,Left
Geoffrey Malfleury,Right
Konstantinos Triantafyllopoulos,Right
Danny Verbeek,Left
Jordan Adeoti,Right
Rasmus Thelander,Right
Brito,Right
Matias Britos~Matías Britos,Left
Andres Cadavid~Andrés Cadavid,Left
Sam Larsson,Right
Grimaldo,Left
Johannes Wurtz,Right
Daniel Buballa,Left
Robert Gucher,Right
Alexander Szymanowski,Left
Rachid Ghezzal,Left
Rodolfo Pizarro,Right
Nikolaos Karelis,Left
Federico Ceccherini,Right
Ruben Blanco~Rubén Blanco,Right
Levy Madinda~Lévy Madinda,Right
Lisandro Magallan~Lisandro Magallán,Right
Israel,Right
Marco Benassi,Right
Lehlogonolo Masalesa,Right
Ricardo Esgaio,Right
Iuri Medeiros,Left
Yannick Gerhardt,Left
Ariel Nunez~Ariel Núñez,Right
Jose Sa~José Sá,Right
Matthew Robert Jones,Left
Olly Lee,Right
Romain Philippoteaux,Right
Andrew Farrell,Right
Fernando Aristeguieta,Right
Dillon Powers,Right
DeAndre Yedlin,Right
Deshorn Brown,Right
Niklas Stark,Right
Berkay Dabanli,Right
Sven van Beek,Right
Mohammed Husain,Left
Nabil Bentaleb,Left
Kim Jin Su,Left
Fabrice Fokobo,Right
Diego Laxalt,Left
Hugo Nervo,Right
Juan Cabezas,Right
Artur Yusupov,Right
Jorge Rojas,Right
Claudio Baeza,Right
Charles Monsalvo,Right
Andrew Tutte,Right
Maciej Gajos,Right
Nelson Barahona,Right
Farid Diaz~Farid Díaz,Left
Gary McSheffrey,Left
Martin Rodriguez~Martín Rodríguez,Right
Ruben Farfan~Rubén Farfán,Right
Terry Gornell,Right
Dario Benedetto,Right
Manuel Villalobos,Right
Alejandro Donatti,Right
Cesar~César,Right
Leonardo Jara,Right
James Brown,Right
Sonny Stevens,Right
Drey Wright,Right
Mohamed El Makrini,Right
Pedro Munoz~Pedro Muñoz,Right
Davide Zappacosta,Right
Mauro Olivi,Left
Sebastian Toro~Sebastián Toro,Right
Alexandr Kolomeytsev,Right
Mohamed Amine Aoudia,Right
Todor Nedelev,Left
Franco Mussis,Right
Roberto Chen,Right
Julien De Sart,Right
Cesar Fuentes~César Fuentes,Right
Brayan Beckeles,Right
Uros Matic~Uroš Matic,Left
Ebenezer Assifuah,Right
Miguel Borja,Right
Kingsley Boateng,Right
Salih Dursun,Right
Kazuki Nagasawa,Right
Yusuf Erdogan~Yusuf Erdogan,Left
Francisco Rodriguez,Right
Hakan Arslan,Right
Fabio Martins~Fábio Martins,Right
Thabo Qalinge,Right
Nemanja Radoja,Right
Gael Givet~Gaël Givet,Left
Benjamin Mokulu,Left
Maxim Belyaev,Right
Teemu Pukki,Right
Vid Belec,Right
Cedric Bakambu~Cédric Bakambu,Right
Dejan Lekic~Dejan Lekic,Right
Jerson Cabral,Left
Maxime Colin,Right
Nathaniel Chalobah,Right
Piotr Zielinski~Piotr Zielinski,Right
Luka Ðordevic~Luka Ðordevic,Right
Dario Del Fabro,Right
Jonathan Tah,Right
Bobley Anderson,Right
Warner Hahn,Right
Fabrice Ehret,Left
Tamudo,Right
Carl Hoefkens,Right
Miguel Pedro,Right
Youssouf Hersi,Right
Patrick Mtiliga,Left
Olivier Kapo,Left
Leon Best,Right
Chris McCann,Left
Helgi Valur Danielsson~Helgi Valur Daníelsson,Right
Seko Fofana,Right
Gary Taylor-Fletcher,Right
Martin Albrechtsen,Right
Dorus de Vries,Right
Djimi Traore~Djimi Traoré,Left
Frode Johnsen,Right
Indridi Sigurdsson,Left
Steven Thompson,Right
Nils-Eric Johansson,Left
Kevin Ellison,Left
Andrea Caracciolo,Right
Morten Nordstrand,Right
Anthar Yahia,Left
Conor Sammon,Right
Christer Kleiven,Right
Liam Davis,Left
Fredrik Stenman,Left
Shane Duffy,Right
David Dunn,Right
Florian Kringe,Left
Michael Coulson,Right
Eldin Jakupovic~Eldin Jakupovic,Right
Bjørn Helge Riise,Right
Dennis Sørensen,Right
Alain Rochat,Left
Daniel Sjolund~Daniel Sjölund,Left
Kai Herdling,Right
Gary O'Neil,Right
Lee Grant,Right
Lloyd Doyley,Right
Jose Saez~José Saez,Right
Liam Lawrence,Right
Conor Casey,Right
Keith Fahey,Right
Christian Grindheim,Right
Tressor Moreno,Right
Johan Audel,Left
Markus Thorandt,Right
Julien Cardy,Right
Jesus Vazquez~Jesús Vázquez,Left
Olivier Sorin,Right
Dean Hammond,Right
Alexander Walke,Right
Oliver Barth,Right
Ali Turan,Right
Hurriyet Gucer~Hürriyet Güçer,Left
Orhan Sam~Orhan Sam,Right
Jesper Hansen,Right
Dusan Djuric~Dušan Djuric,Right
Sofian Chahed,Right
Pablo Ignacio Calandria,Right
Simon Francis,Right
Ramon Zomer,Left
Dominik Reinhardt,Right
Ricardo Clark,Right
Christophe Lepoint,Right
Christian Eigler,Right
Dario Kresic~Dario Krešic,Right
Robert Lechleiter,Right
Zak Whitbread,Left
Lloyd Sam,Right
Lloyd Dyer,Left
Lee Frecklington,Right
Vladan Kujovic,Right
Roberto Vitiello,Right
John Lundstram,Left
Christian Wilhelmsson,Right
Mohamed Messoudi,Right
Glenn Loovens,Left
Ricardo Osorio,Right
Cha Du Ri,Right
Aaron Galindo~Aarón Galindo,Right
Alejandro Palacios,Right
David Toledo,Right
Alex Baptiste,Right
Michael Duff,Right
Zlatko Dedic~Zlatko Dedic,Right
Geir Ludvig Fevang,Right
Inigo Calderon~Iñigo Calderón,Right
Andres Orozco~Andrés Orozco,Right
Sancak Kaplan,Left
Christian Schwegler,Right
John Alvbage~John Alvbåge,Left
Juande,Right
Bruno Saltor,Right
Gerard Bordas,Left
Herita Ilunga~Hérita Ilunga,Left
Nunez~Nuñez,Right
Dmitriy Poloz,Right
Alexey Miranchuk,Left
Jiri Jarosik~Jirí Jarošík,Right
Andre Danielsen~André Danielsen,Right
Kjetil Wæhler,Right
Gareth Ainsworth,Right
Antonio Rosati,Right
Benoit Lesoimier~Benoît Lesoimier,Right
Marcel Ndjeng,Right
Jeremy Berthod~Jérémy Berthod,Left
Romain Sartre,Right
Martin Vingaard,Right
Wouter Biebauw,Right
Florian Mader,Left
Liam Rosenior,Right
Vincent Gragnic,Right
Yuriy Gazinskiy,Left
Jean-Louis Leca,Right
Ciro Capuano,Left
Amin Askar,Right
Jang Hak Young,Right
Choi Jae Soo,Left
Steven De Petter,Left
Martin Ørnskov,Right
Stephen McManus,Left
Collantes,Right
Sean Murray,Right
Jakub Rzezniczak~Jakub Rzezniczak,Right
Juan Carlos Valenzuela,Right
Thomas Gebauer,Right
Akira Kaji,Right
Adrian Bastia~Adrían Bastía,Right
Darren Pratley,Right
Fausto Pinto,Left
Daniel de Ridder,Right
Nico Pulzetti,Right
Florian Mohr,Right
Daniel Bruckner~Daniel Brückner,Left
Mario Sonnleitner,Right
Frank Rijkaard,Right
Daniel Fox,Left
Petter Andersson,Left
Rene Gartler~René Gartler,Right
Kasper Hamalainen~Kasper Hämäläinen,Right
Davide Zoboli,Right
Gerardo Rodriguez~Gerardo Rodríguez,Left
Eugene Galekovic~Eugene Galekovic,Right
Olafur Skulason~Ólafur Skúlason,Left
Marvin Matip,Right
Victor Hugo Montano~Víctor Hugo Montaño,Right
Gabi,Right
Xabi Castillo,Left
Luke Chambers,Right
Oluwafemi Ajilore,Left
Stijn De Smet,Right
Nick van der Velden,Right
Henrico Drost,Right
Michael Jakobsen,Left
Jonathan Spector,Right
Michael Higdon,Right
Omar Arellano,Right
Christophe Mandanne,Right
Riccardo Montolivo,Right
Pita,Right
Sebastian Freis,Right
